postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded
NR12 8HZ,631654,318939,Cambisols,10,North Norfolk,1,435500.0,False
NE11 0BA,423228,560314,Unsurveyed/Urban,50,Gateshead,1,123200.0,False
SK3 9HS,389148,389635,Unsurveyed/Urban,70,Stockport,1,189000.0,False
B77 5DR,422357,300917,Planosols,80,Tamworth,1,472400.0,False
SK15 3AS,396612,398615,Unsurveyed/Urban,110,Tameside,6,206200.0,False
DL4 2GL,423864,525905,Cambisols,130,County Durham,1,125900.0,False
NE40 3PL,415361,564503,Unsurveyed/Urban,60,Gateshead,1,407900.0,False
B6 4DY,407998,288712,Unsurveyed/Urban,100,Birmingham,1,355200.0,False
PE30 3LB,564276,322482,Unsurveyed/Urban,10,King's Lynn and West Norfolk,1,246300.0,False
YO51 9JP,438784,468627,Cambisols,40,Harrogate,1,356100.0,False
HU8 9PE,512311,433126,Unsurveyed/Urban,10,"Kingston upon Hull, City of",6,124100.0,False
S2 5UA,436000,387300,Unsurveyed/Urban,70,Sheffield,1,221100.0,False
S12 3HF,438460,382992,Unsurveyed/Urban,200,Sheffield,1,113800.0,False
WF14 9AJ,419946,420178,Unsurveyed/Urban,60,Kirklees,1,223900.0,False
NE45 5SA,398586,562348,Stagnosols,160,Northumberland,1,368000.0,False
ST7 3JT,383792,357444,Stagnosols,120,Cheshire East,1,223600.0,False
SK7 2DH,389168,384492,Unsurveyed/Urban,80,Stockport,1,317600.0,False
DN11 9LH,458246,395426,Cambisols,30,Doncaster,1,256100.0,False
PE34 3WQ,562078,320484,Unsurveyed/Urban,0,King's Lynn and West Norfolk,1,311100.0,True
B3 2PZ,407000,287000,Unsurveyed/Urban,140,Birmingham,1,22546500.0,False
S64 8ES,444658,398779,Unsurveyed/Urban,80,Rotherham,1,150300.0,False
YO26 5JT,457536,451956,Unsurveyed/Urban,20,York,1,254000.0,False
WS2 9XQ,399831,298304,Unsurveyed/Urban,140,Walsall,1,133800.0,False
DL14 7QJ,421361,530205,Unsurveyed/Urban,90,County Durham,1,110500.0,False
DN10 4WJ,465299,393194,Gleysols,10,Doncaster,1,255900.0,False
HX6 4RD,403794,417827,Cambisols,190,Calderdale,1,278100.0,False
OL8 3HH,391690,402068,Unsurveyed/Urban,120,Oldham,1,141100.0,False
M35 9RR,390190,401810,Unsurveyed/Urban,100,Oldham,1,120400.0,False
B23 6UE,410891,292239,Unsurveyed/Urban,120,Birmingham,1,123600.0,False
DE13 8BY,417724,316226,Stagnosols,60,East Staffordshire,3,430800.0,False
SK9 7XR,384500,378300,Unsurveyed/Urban,90,Cheshire East,1,830600.0,False
B2 5BB,406966,286942,Unsurveyed/Urban,140,Birmingham,1,705500.0,False
NE65 0LN,426136,604307,Unsurveyed/Urban,10,Northumberland,1,198200.0,False
DL12 9BH,404562,516334,Cambisols,150,County Durham,1,284700.0,False
HU9 9LB,510461,428821,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,,True
TS17 0PZ,444872,513026,Stagnosols,30,Stockton-on-Tees,1,169000.0,False
NR13 4DX,636242,308065,Cambisols,20,Broadland,1,320300.0,False
SK11 8RF,389605,373488,Unsurveyed/Urban,170,Cheshire East,1,323000.0,False
NE65 8PP,413569,589070,Stagnosols,80,Northumberland,1,296100.0,False
YO7 1FZ,443661,482695,Stagnosols,40,Hambleton,1,210300.0,False
SR4 9DL,435300,555600,Unsurveyed/Urban,80,Sunderland,1,299900.0,False
WS1 3LZ,401200,298200,Unsurveyed/Urban,130,Walsall,1,174400.0,False
S10 5SQ,431127,386663,Unsurveyed/Urban,250,Sheffield,1,388300.0,False
LE9 7FE,446542,297404,Cambisols,110,Hinckley and Bosworth,1,268500.0,False
S10 2FN,434253,387105,Unsurveyed/Urban,100,Sheffield,1,368400.0,False
HU13 0DH,501608,426309,Unsurveyed/Urban,40,East Riding of Yorkshire,1,245500.0,False
SK10 5GT,393429,378154,Unsurveyed/Urban,160,Cheshire East,1,256800.0,False
DE73 1HE,435389,328498,Cambisols,40,South Derbyshire,1,441500.0,False
SK14 2QS,394800,394900,Unsurveyed/Urban,110,Tameside,1,142100.0,False
HG3 1EW,430942,451914,Stagnosols,80,Harrogate,1,843400.0,False
S10 4JY,430653,386500,Unsurveyed/Urban,270,Sheffield,1,420200.0,False
DE72 2DX,441424,330194,Cambisols,50,South Derbyshire,1,327500.0,False
LE41 9DG,459525,306627,Unsurveyed/Urban,50,Leicester,1,,False
TS1 2AB,450027,520227,Unsurveyed/Urban,10,Middlesbrough,1,103800.0,False
DE23 7JY,434460,332526,Unsurveyed/Urban,50,Derby,1,,False
HX2 0DR,406958,425522,Unsurveyed/Urban,260,Calderdale,1,71900.0,False
LN2 2PQ,500527,375390,Leptosols,30,West Lindsey,7,263200.0,False
S81 7JR,458605,380387,Unsurveyed/Urban,50,Bassetlaw,1,178700.0,False
WF17 0RS,423801,426792,Unsurveyed/Urban,130,Kirklees,1,223500.0,False
B12 8NG,408111,284461,Unsurveyed/Urban,130,Birmingham,1,178800.0,False
NG18 4SJ,454042,359261,Unsurveyed/Urban,140,Mansfield,1,434200.0,False
NR35 1LY,635706,283625,Stagnosols,40,East Suffolk,6,279700.0,False
LE4 1HB,456034,308048,Cambisols,80,Leicester,1,424500.0,False
YO25 9QU,502476,452166,Luvisols,20,East Riding of Yorkshire,1,334800.0,False
NE9 5AZ,425861,561558,Unsurveyed/Urban,90,Gateshead,1,184500.0,False
DH3 3LS,427497,550302,Unsurveyed/Urban,30,County Durham,1,189500.0,False
B73 5QX,410800,294600,Unsurveyed/Urban,130,Birmingham,1,300300.0,False
LE2 1LG,460378,303292,Unsurveyed/Urban,80,Leicester,1,304800.0,False
S81 7JY,458442,380722,Unsurveyed/Urban,50,Bassetlaw,1,220500.0,False
BD1 5YJ,416177,434017,Unsurveyed/Urban,100,Bradford,1,270100.0,False
SK14 7NT,402059,396092,Stagnosols,170,High Peak,1,,False
YO31 6FA,461395,453977,Unsurveyed/Urban,10,York,1,,False
DE56 1UD,435879,348495,Planosols,110,Amber Valley,1,216000.0,False
CW11 3HJ,373896,360915,Unsurveyed/Urban,60,Cheshire East,1,263800.0,False
M35 7JU,391536,398919,Unsurveyed/Urban,100,Tameside,1,,False
HU3 4NX,507700,427300,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,178900.0,False
LE10 1JE,443626,294112,Luvisols,120,Hinckley and Bosworth,1,277900.0,False
HU5 3LH,508214,429959,Unsurveyed/Urban,10,"Kingston upon Hull, City of",6,128800.0,False
S3 7HL,434454,387478,Unsurveyed/Urban,100,Sheffield,1,135700.0,False
NE32 4AY,434140,563516,Unsurveyed/Urban,20,South Tyneside,1,121800.0,False
ST19 9BW,391804,322841,Unsurveyed/Urban,80,Stafford,1,317700.0,False
OL3 7PD,399759,404176,Unsurveyed/Urban,160,Oldham,1,254100.0,False
NR1 4LQ,624754,309309,Unsurveyed/Urban,40,Norwich,1,174500.0,False
M34 5RP,391750,398058,Unsurveyed/Urban,100,Tameside,1,263800.0,False
YO11 2JU,504027,488288,Unsurveyed/Urban,40,Scarborough,1,176000.0,False
LE8 3JJ,455821,297958,Unsurveyed/Urban,70,Blaby,1,,False
B23 6UG,410777,292301,Unsurveyed/Urban,120,Birmingham,1,163300.0,False
BD17 7RG,417941,440213,Unsurveyed/Urban,60,Bradford,1,263600.0,False
HG3 1WL,431404,456372,Unsurveyed/Urban,100,Harrogate,1,793000.0,False
SK16 4WY,394904,395062,Unsurveyed/Urban,100,Tameside,1,156100.0,False
DE21 2TT,438179,338361,Unsurveyed/Urban,80,Derby,1,216200.0,False
SK11 9RR,388213,368948,Arenosols,130,Cheshire East,1,741500.0,False
HU8 0WB,512790,431859,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,161100.0,False
B27 6LW,412608,283943,Unsurveyed/Urban,120,Birmingham,1,157300.0,False
S66 2YY,448948,392354,Unsurveyed/Urban,120,Rotherham,1,171400.0,False
YO6 6NT,468211,485576,Cambisols,50,Ryedale,1,,False
NG19 9SR,455458,363605,Unsurveyed/Urban,90,Mansfield,1,163100.0,False
TS3 8JP,451931,519088,Unsurveyed/Urban,10,Middlesbrough,1,42400.0,False
NG24 1BD,479656,353924,Unsurveyed/Urban,10,Newark and Sherwood,1,167100.0,False
NR21 8HZ,593298,329806,Luvisols,50,North Norfolk,1,244800.0,False
YO17 9EG,479136,470578,Cambisols,20,Ryedale,1,226900.0,False
NR8 6BU,619376,313029,Unsurveyed/Urban,30,Broadland,1,424400.0,False
DE72 3AF,446870,333674,Luvisols,40,Erewash,1,305000.0,False
YO42 4EX,477837,448864,Arenosols,20,East Riding of Yorkshire,1,410700.0,False
B4 7DY,407279,288677,Unsurveyed/Urban,110,Birmingham,1,4091200.0,False
BD6 3WU,412494,430653,Unsurveyed/Urban,290,Bradford,1,136500.0,False
LS10 4PP,429006,428499,Unsurveyed/Urban,120,Leeds,1,142500.0,False
S20 4RZ,442971,381072,Unsurveyed/Urban,120,Sheffield,1,194700.0,False
LN5 9YS,497221,370656,Unsurveyed/Urban,10,Lincoln,1,271700.0,False
ST19 9WG,391803,322843,Unsurveyed/Urban,80,Stafford,1,359700.0,False
TS23 3YJ,446391,526087,Luvisols,20,Stockton-on-Tees,1,141100.0,False
BD18 3PS,414824,437531,Unsurveyed/Urban,80,Bradford,1,185100.0,False
HD6 3YU,414945,422459,Unsurveyed/Urban,60,Calderdale,1,174600.0,False
PE11 1HE,523977,322479,Unsurveyed/Urban,0,South Holland,8,119500.0,False
YO6 5UZ,468093,478839,Leptosols,50,Ryedale,1,,False
BD15 0JP,409498,435694,Stagnosols,220,Bradford,1,223000.0,False
LE67 3QU,442530,314058,Unsurveyed/Urban,160,North West Leicestershire,1,162800.0,False
S73 0UT,441572,402196,Unsurveyed/Urban,30,Barnsley,8,126800.0,True
TS8 0SH,451614,514457,Stagnosols,60,Middlesbrough,1,248400.0,False
WF5 9SW,428465,421150,Unsurveyed/Urban,80,Wakefield,1,174200.0,False
NG9 1LP,453654,335608,Unsurveyed/Urban,30,Broxtowe,6,179700.0,True
DN33 3YB,526300,406300,Unsurveyed/Urban,20,North East Lincolnshire,1,172300.0,False
WS2 9YT,401356,298698,Unsurveyed/Urban,120,Walsall,1,195600.0,False
WV13 1RX,396200,298700,Unsurveyed/Urban,130,Walsall,1,169600.0,False
HX1 4PZ,407866,425863,Unsurveyed/Urban,210,Calderdale,1,103400.0,False
NE5 1JQ,417944,567069,Unsurveyed/Urban,110,Newcastle upon Tyne,1,153600.0,False
S31 0GL,446225,384654,Unsurveyed/Urban,90,Rotherham,1,,False
OL5 9JW,398241,402084,Unsurveyed/Urban,170,Tameside,1,108400.0,False
LS7 3UP,429572,433410,Unsurveyed/Urban,30,Leeds,1,223200.0,True
DL12 0LT,396245,523455,Cambisols,260,County Durham,1,259300.0,False
DH1 1PT,428999,543096,Unsurveyed/Urban,90,County Durham,1,141400.0,False
WS11 9UJ,402751,307494,Arenosols,150,Cannock Chase,1,281100.0,False
S20 1DJ,444551,384563,Planosols,50,Rotherham,1,202800.0,False
SR5 2YW,438382,558875,Unsurveyed/Urban,50,Sunderland,1,619500.0,False
CW2 6LA,370579,354322,Unsurveyed/Urban,50,Cheshire East,1,120200.0,False
SR7 0AB,441900,549500,Unsurveyed/Urban,50,County Durham,1,252700.0,False
LS8 1XU,431837,437897,Unsurveyed/Urban,130,Leeds,1,335400.0,False
NG2 6QU,460202,336384,Gleysols,30,Rushcliffe,1,328000.0,False
DL2 3UE,419910,519120,Stagnosols,80,Darlington,1,204200.0,False
DL5 7HY,426260,525916,Unsurveyed/Urban,100,County Durham,1,107200.0,False
DL14 0TB,416198,528394,Cambisols,200,County Durham,1,165800.0,False
S6 6EN,430714,388521,Unsurveyed/Urban,220,Sheffield,1,335300.0,False
DE72 3GH,442784,332621,Cambisols,40,South Derbyshire,6,255000.0,True
PE2 5WD,515850,303480,Stagnosols,10,Peterborough,1,182300.0,False
DL13 2XN,399967,538893,Unsurveyed/Urban,200,County Durham,1,169100.0,False
S43 3LP,444268,373475,Unsurveyed/Urban,60,Chesterfield,1,154000.0,False
NG5 6BF,457029,344442,Unsurveyed/Urban,70,Nottingham,1,189800.0,False
NE63 9JH,428295,587961,Unsurveyed/Urban,30,Northumberland,1,157900.0,False
SK9 7DR,385026,378288,Unsurveyed/Urban,100,Cheshire East,1,773600.0,False
NE12 9SD,427747,568420,Unsurveyed/Urban,60,North Tyneside,1,198500.0,False
DL14 4ST,416475,535643,Unsurveyed/Urban,150,County Durham,1,,False
B9 5QS,411032,286377,Unsurveyed/Urban,130,Birmingham,1,124000.0,False
BD19 9AW,418995,425223,Unsurveyed/Urban,90,Kirklees,1,,False
NG15 9GB,456273,354879,Unsurveyed/Urban,130,Gedling,1,354100.0,False
TS5 6HH,449063,518748,Unsurveyed/Urban,10,Middlesbrough,1,113200.0,False
YO25 9EN,492150,454664,Leptosols,110,East Riding of Yorkshire,1,263800.0,False
HD7 1RE,414195,406827,Cambisols,240,Kirklees,1,801200.0,False
B30 1SU,403337,280348,Unsurveyed/Urban,150,Birmingham,1,326400.0,False
NN16 9JH,486421,280150,Unsurveyed/Urban,80,North Northamptonshire,1,219200.0,False
PE38 9DG,561097,303234,Luvisols,30,King's Lynn and West Norfolk,1,241600.0,False
LS9 6HN,432857,434237,Unsurveyed/Urban,80,Leeds,1,109600.0,False
NR32 5PN,650734,298494,Cambisols,20,East Suffolk,1,349500.0,False
SR6 8JU,439128,560432,Unsurveyed/Urban,20,Sunderland,1,228300.0,False
PE8 6BL,505365,302615,Leptosols,60,Peterborough,1,400300.0,False
ST7 2RG,380494,354907,Unsurveyed/Urban,100,Cheshire East,4,221700.0,False
NG18 1SL,453699,361288,Unsurveyed/Urban,110,Mansfield,1,238400.0,False
WV13 2HP,397028,298488,Unsurveyed/Urban,130,Walsall,1,171000.0,False
YO3 6XH,456832,455905,Stagnosols,10,York,1,,False
SR4 8NP,436586,555600,Unsurveyed/Urban,70,Sunderland,1,132000.0,False
BD2 4QU,417878,434493,Unsurveyed/Urban,210,Bradford,1,120400.0,False
DE12 8EH,424919,313062,Cambisols,90,South Derbyshire,1,507500.0,False
WS5 4AN,401765,295497,Unsurveyed/Urban,110,Walsall,1,202500.0,False
YO31 7SD,461096,452634,Unsurveyed/Urban,10,York,1,308600.0,False
NE34 8PD,437604,563795,Unsurveyed/Urban,30,South Tyneside,1,164800.0,False
NR3 4AY,623297,310428,Unsurveyed/Urban,20,Norwich,1,194300.0,False
BD10 0QF,419082,437065,Unsurveyed/Urban,100,Bradford,1,199800.0,False
DE7 8LT,446773,342859,Unsurveyed/Urban,60,Erewash,1,150900.0,False
HX2 8PX,406178,428329,Unsurveyed/Urban,240,Calderdale,1,119200.0,False
NR14 8GP,619463,299926,Stagnosols,50,South Norfolk,1,341800.0,False
S36 9RR,423299,403849,Stagnosols,230,Barnsley,1,306000.0,False
LS26 8DA,438004,431485,Stagnosols,70,Leeds,1,253500.0,False
SR2 7UB,439790,555420,Unsurveyed/Urban,40,Sunderland,1,61500.0,False
HD7 4YY,409732,415958,Unsurveyed/Urban,210,Kirklees,1,206500.0,False
DL7 8YS,436873,492784,Cambisols,40,Hambleton,1,237100.0,False
B42 2JN,406691,293636,Unsurveyed/Urban,130,Birmingham,1,154200.0,False
LE16 9PH,473002,286675,Luvisols,80,Harborough,1,222600.0,False
DN2 4EU,458567,404883,Unsurveyed/Urban,10,Doncaster,1,136500.0,False
OL1 4BT,393664,406159,Unsurveyed/Urban,210,Oldham,1,126300.0,False
YO11 3QP,505509,484433,Luvisols,70,Scarborough,1,180000.0,False
S9 4LD,439104,387801,Unsurveyed/Urban,70,Sheffield,1,114200.0,False
BD13 1PU,410039,430438,Unsurveyed/Urban,350,Bradford,1,167100.0,False
DN36 5JW,530000,399900,Stagnosols,10,East Lindsey,1,186500.0,False
PE9 4BH,502131,310495,Leptosols,40,Rutland,1,402200.0,False
NE61 9SU,419938,584750,Unsurveyed/Urban,60,Northumberland,1,,False
LS14 6LG,435862,435971,Unsurveyed/Urban,100,Leeds,1,169200.0,False
LE6 3UG,444061,318203,Luvisols,100,North West Leicestershire,1,,False
DE3 5XB,432305,335037,Unsurveyed/Urban,90,Derby,1,,False
BD17 5EL,415440,439627,Unsurveyed/Urban,160,Bradford,1,328100.0,False
B16 9RY,404305,286051,Unsurveyed/Urban,160,Birmingham,1,281600.0,False
OL9 9UL,389100,405300,Unsurveyed/Urban,110,Oldham,1,157000.0,False
LE2 9AU,457565,299907,Unsurveyed/Urban,80,Leicester,1,182400.0,False
HX2 6EX,403658,424640,Unsurveyed/Urban,120,Calderdale,1,222300.0,False
LN3 5NH,511551,381171,Stagnosols,30,West Lindsey,1,223700.0,False
DN33 3NR,526072,406544,Stagnosols,20,North East Lincolnshire,1,170100.0,False
DE21 4EH,436832,337666,Unsurveyed/Urban,80,Derby,1,188200.0,False
TS10 4AW,459493,523463,Unsurveyed/Urban,10,Redcar and Cleveland,1,137200.0,False
LE11 5RY,451462,320626,Unsurveyed/Urban,50,Charnwood,1,220100.0,False
NR21 9DF,592014,330002,Luvisols,40,North Norfolk,1,301300.0,False
NR32 4TD,654733,294735,Unsurveyed/Urban,20,East Suffolk,1,216800.0,False
B6 4AP,407862,288488,Unsurveyed/Urban,110,Birmingham,1,392000.0,False
B36 8BS,413327,289659,Unsurveyed/Urban,90,Birmingham,1,170400.0,False
NN29 7WG,490345,267897,Unsurveyed/Urban,50,North Northamptonshire,1,274600.0,False
S40 3HB,436548,369897,Unsurveyed/Urban,140,Chesterfield,1,342700.0,False
DL8 5NP,418266,489573,Cambisols,130,Richmondshire,1,302500.0,False
LS8 1RU,432234,436909,Unsurveyed/Urban,100,Leeds,1,384300.0,False
WS11 7WH,400186,310895,Stagnosols,160,Cannock Chase,1,202300.0,False
NG7 5RP,454900,341000,Unsurveyed/Urban,40,Nottingham,1,119400.0,True
WF3 3PU,432981,426267,Unsurveyed/Urban,80,Leeds,1,200100.0,False
BD18 4EQ,413301,437659,Unsurveyed/Urban,110,Bradford,1,288300.0,False
LE4 4FT,459803,309671,Unsurveyed/Urban,60,Charnwood,1,228900.0,False
NE21 4BA,418113,563256,Unsurveyed/Urban,40,Gateshead,1,167200.0,False
DE12 8UH,424661,315469,Planosols,80,South Derbyshire,1,454100.0,False
TS10 2SH,461183,522616,Stagnosols,20,Redcar and Cleveland,1,229100.0,False
BD7 4RU,413627,431423,Unsurveyed/Urban,200,Bradford,1,113600.0,False
S8 8DN,435847,380780,Unsurveyed/Urban,170,Sheffield,1,206600.0,False
OL5 0EH,396790,402114,Unsurveyed/Urban,220,Tameside,1,150700.0,False
HU4 7RY,504736,428749,Unsurveyed/Urban,10,East Riding of Yorkshire,1,152500.0,False
BD21 4QZ,406362,440592,Unsurveyed/Urban,130,Bradford,1,108200.0,False
YO17 0AE,478615,471607,Gleysols,20,Ryedale,1,,False
DE14 3LE,424363,322427,Unsurveyed/Urban,50,East Staffordshire,6,236300.0,True
YO8 4ER,461392,432788,Unsurveyed/Urban,10,Selby,1,193000.0,True
WF11 8LH,449159,423943,Unsurveyed/Urban,20,Wakefield,1,202800.0,False
HD5 8AF,415721,416428,Unsurveyed/Urban,90,Kirklees,1,52900.0,False
IP21 4RA,620885,285524,Stagnosols,40,South Norfolk,1,457400.0,False
NR21 7DU,595697,327295,Luvisols,40,North Norfolk,1,316400.0,False
LE11 2TD,453128,317712,Unsurveyed/Urban,60,Charnwood,1,225500.0,False
PE22 9QP,539684,352570,Gleysols,0,Boston,6,197100.0,False
LN6 0UU,493000,371500,Gleysols,10,North Kesteven,1,163600.0,False
B38 9DG,404609,278013,Unsurveyed/Urban,150,Birmingham,1,174600.0,False
NR5 0TD,617127,310991,Unsurveyed/Urban,10,South Norfolk,1,247500.0,False
PE36 6BY,567635,341465,Luvisols,30,King's Lynn and West Norfolk,1,184600.0,False
HX1 5RD,408330,425662,Unsurveyed/Urban,200,Calderdale,1,377300.0,False
S19 5HA,443323,380772,Unsurveyed/Urban,100,Sheffield,1,,False
NE23 9HX,425500,577500,Unsurveyed/Urban,60,Northumberland,1,,False
WS3 2GW,401356,298698,Unsurveyed/Urban,120,Walsall,1,130800.0,False
DE7 7RZ,442380,345936,Arenosols,120,Amber Valley,1,,False
NG32 2NY,491326,339863,Stagnosols,60,South Kesteven,1,444400.0,False
LS8 5RN,431000,434500,Unsurveyed/Urban,40,Leeds,1,96600.0,False
B12 0AA,407841,286113,Unsurveyed/Urban,110,Birmingham,1,177500.0,False
YO15 2LD,518977,467337,Unsurveyed/Urban,10,East Riding of Yorkshire,1,141100.0,False
WF10 1PE,442275,425747,Unsurveyed/Urban,20,Wakefield,9,130600.0,False
NE13 7YD,423613,568196,Unsurveyed/Urban,70,Newcastle upon Tyne,1,282600.0,False
NE8 1LU,425443,562951,Unsurveyed/Urban,60,Gateshead,1,265000.0,False
HU17 0PQ,504365,439251,Unsurveyed/Urban,10,East Riding of Yorkshire,1,197600.0,False
YO18 7XT,480875,483172,Cambisols,30,Ryedale,1,236600.0,False
WA16 0DT,374839,378010,Unsurveyed/Urban,60,Cheshire East,1,434600.0,False
NE12 6TP,427141,571289,Unsurveyed/Urban,60,North Tyneside,1,264400.0,False
NE5 9BS,420190,565572,Unsurveyed/Urban,70,Newcastle upon Tyne,1,,False
ST19 5NP,391662,313618,Luvisols,90,South Staffordshire,1,306700.0,False
WS3 4LT,402285,303466,Unsurveyed/Urban,140,Walsall,1,107900.0,False
OL6 7FW,393363,398696,Unsurveyed/Urban,100,Tameside,1,313800.0,False
LN2 3LL,500610,380349,Stagnosols,30,West Lindsey,1,275100.0,False
NE28 9SQ,431112,568484,Unsurveyed/Urban,60,North Tyneside,1,231900.0,False
S63 8GH,444723,402577,Unsurveyed/Urban,30,Barnsley,1,124000.0,False
S61 3ER,440518,394594,Unsurveyed/Urban,90,Rotherham,1,106800.0,False
LS20 9FJ,419287,442018,Unsurveyed/Urban,130,Leeds,1,284500.0,False
PE8 4NX,503906,289122,Unsurveyed/Urban,30,North Northamptonshire,1,304000.0,False
HX1 5DX,408692,425172,Unsurveyed/Urban,180,Calderdale,1,389700.0,False
DL10 7RN,424052,497473,Cambisols,60,Richmondshire,1,288600.0,False
WF17 9EX,422501,426274,Unsurveyed/Urban,110,Kirklees,1,10600.0,False
SK11 9BR,380564,373656,Gleysols,70,Cheshire East,1,686000.0,False
S17 4DB,431263,380154,Unsurveyed/Urban,160,Sheffield,1,357300.0,False
WF11 8DD,450500,424700,Gleysols,10,Selby,1,188200.0,True
DL11 7PY,416310,513294,Cambisols,120,Richmondshire,1,373800.0,False
HU17 8SP,499571,436767,Cambisols,60,East Riding of Yorkshire,1,2354400.0,False
OL1 4HJ,394319,406159,Unsurveyed/Urban,230,Oldham,1,124100.0,False
CW5 6HH,365833,353482,Gleysols,40,Cheshire East,1,315600.0,False
S60 2SE,443808,391653,Unsurveyed/Urban,70,Rotherham,1,177400.0,False
PE12 9AZ,542436,321468,Gleysols,0,South Holland,6,166900.0,False
S72 8EE,438838,408393,Unsurveyed/Urban,50,Barnsley,1,147700.0,False
WV12 4AU,397819,300465,Unsurveyed/Urban,140,Walsall,1,149100.0,False
B9 4TX,409575,286524,Unsurveyed/Urban,130,Birmingham,1,1073800.0,False
DE1 9TD,429449,330613,Planosols,70,South Derbyshire,1,,False
NG10 9ER,449059,333555,Unsurveyed/Urban,30,Erewash,1,,False
LE13 1ES,476031,318483,Unsurveyed/Urban,90,Melton,1,204500.0,False
DE2 6XA,436600,336600,Unsurveyed/Urban,50,Derby,1,,True
SK14 2DD,394000,395200,Unsurveyed/Urban,90,Tameside,1,161100.0,False
WF2 9TJ,430681,421454,Stagnosols,40,Wakefield,1,182600.0,False
HU10 7NR,501976,429578,Unsurveyed/Urban,30,East Riding of Yorkshire,1,367300.0,False
NR9 3AP,615861,304790,Luvisols,40,South Norfolk,1,337600.0,False
LE65 2UP,433416,315006,Planosols,110,North West Leicestershire,1,281500.0,False
BD9 4RE,414795,434712,Unsurveyed/Urban,160,Bradford,1,149500.0,False
DL6 1PF,436878,493526,Unsurveyed/Urban,40,Hambleton,1,95200.0,False
LE5 6SE,463138,304130,Unsurveyed/Urban,100,Leicester,1,328300.0,False
WS15 1UL,405985,316871,Cambisols,70,Cannock Chase,1,190800.0,False
SR6 8BY,440287,559963,Unsurveyed/Urban,10,Sunderland,1,202800.0,False
TS13 4QR,471216,518037,Stagnosols,90,Redcar and Cleveland,1,141400.0,False
NR34 7AS,643950,289615,Unsurveyed/Urban,20,East Suffolk,1,173200.0,False
DN3 3NE,463992,401865,Arenosols,10,Doncaster,1,116100.0,False
LN11 7TS,546655,391614,Gleysols,10,East Lindsey,9,230200.0,False
B24 0QZ,413550,291425,Unsurveyed/Urban,90,Birmingham,1,217200.0,False
NE13 7WX,423740,570794,Stagnosols,60,Newcastle upon Tyne,1,302300.0,False
WS15 4TS,408972,315818,Arenosols,80,Lichfield,1,170100.0,False
OL4 5FF,395274,404232,Unsurveyed/Urban,180,Oldham,1,155900.0,False
PE6 8TD,514774,310821,Cambisols,10,South Kesteven,1,281000.0,False
TS26 9EE,450596,532003,Unsurveyed/Urban,10,Hartlepool,1,158100.0,False
DE11 9HA,428023,318638,Planosols,90,South Derbyshire,1,250000.0,False
LE8 3SB,457917,295600,Stagnosols,90,Blaby,1,,False
WF4 2JX,431835,413045,Cambisols,130,Wakefield,1,210500.0,False
IP17 3JG,637891,269057,Stagnosols,40,East Suffolk,1,506300.0,False
DN17 2EF,487700,408100,Unsurveyed/Urban,10,North Lincolnshire,1,154600.0,False
LN6 8ZU,497221,370656,Unsurveyed/Urban,10,Lincoln,1,228600.0,False
HD9 6EY,413755,411383,Unsurveyed/Urban,130,Kirklees,1,219600.0,False
B24 8RH,410748,290773,Unsurveyed/Urban,120,Birmingham,1,160200.0,False
B9 5XY,411172,286863,Unsurveyed/Urban,120,Birmingham,1,130000.0,False
TS25 2AD,451972,529491,Unsurveyed/Urban,10,Hartlepool,1,128600.0,False
S73 9LJ,441578,404199,Unsurveyed/Urban,50,Barnsley,1,118100.0,False
WS15 3EQ,407597,324809,Cambisols,110,East Staffordshire,1,465500.0,False
HG2 7PU,432989,455703,Unsurveyed/Urban,80,Harrogate,1,310600.0,False
S36 6UD,424555,402497,Stagnosols,230,Barnsley,1,199300.0,False
B79 8RY,421223,305549,Unsurveyed/Urban,90,Tamworth,1,240400.0,False
NR9 5JP,611456,316283,Cambisols,40,Broadland,1,413300.0,False
NE12 6BW,428698,571231,Stagnosols,80,North Tyneside,1,68000.0,False
WF10 4TU,443770,425981,Unsurveyed/Urban,20,Wakefield,1,960000.0,False
DL8 4DN,400613,488880,Cambisols,200,Richmondshire,1,296800.0,False
PE9 1NN,502886,307876,Unsurveyed/Urban,60,South Kesteven,1,258200.0,False
BD15 0ER,409039,436801,Stagnosols,170,Bradford,3,217200.0,False
TS13 4NG,474212,518228,Cambisols,140,Redcar and Cleveland,1,124800.0,False
NE46 1ND,393643,564074,Unsurveyed/Urban,50,Northumberland,1,254200.0,False
NE23 9FY,426200,578700,Unsurveyed/Urban,50,Northumberland,1,,False
YO1 4NY,460573,449926,Unsurveyed/Urban,10,York,1,,False
LE4 3AH,458707,309213,Unsurveyed/Urban,80,Charnwood,1,235900.0,False
HD1 4AL,414082,416683,Unsurveyed/Urban,110,Kirklees,1,161800.0,False
DE21 6BU,436511,337384,Unsurveyed/Urban,50,Derby,7,174600.0,False
NE15 7QT,418965,565001,Unsurveyed/Urban,40,Newcastle upon Tyne,1,131000.0,False
B1 1RX,406467,286728,Unsurveyed/Urban,130,Birmingham,1,234600.0,False
HD4 7QR,413934,413350,Stagnosols,120,Kirklees,1,228900.0,False
