postcode,easting,northing,soilType,elevation
NG23 7NB,483331,362545,Gleysols,10
DE7 7UF,433800,346300,Cambisols,160
NN10 6PS,495744,267679,Unsurveyed/Urban,60
NE41 8ER,411451,564821,Stagnosols,30
TS6 9LY,455604,518722,Unsurveyed/Urban,40
NR33 7WA,652494,286894,Arenosols,20
NE37 9AH,430075,556982,Unsurveyed/Urban,70
NG15 7PA,454141,348507,Unsurveyed/Urban,70
HD7 7HN,416493,406930,Cambisols,200
WF2 0PA,430811,422208,Unsurveyed/Urban,70
LE3 4BH,454610,301986,Stagnosols,80
OL2 5RT,391829,407643,Unsurveyed/Urban,160
S66 8XW,453534,392170,Unsurveyed/Urban,110
IP17 2WE,638682,263278,Cambisols,10
DH1 3FG,427562,542937,Unsurveyed/Urban,40
WF10 4JZ,444007,425170,Unsurveyed/Urban,60
WF8 3HU,448598,418781,Cambisols,50
OL6 8DA,394903,401335,Unsurveyed/Urban,150
CV13 0DB,440067,305329,Stagnosols,120
NE28 8TA,428815,567214,Unsurveyed/Urban,40
S64 8DF,445341,399826,Arenosols,50
S5 8QH,434664,390913,Unsurveyed/Urban,130
DE3 8PD,435400,334000,Unsurveyed/Urban,60
SK11 6NJ,391800,373600,Unsurveyed/Urban,140
CW11 1PA,374525,362486,Stagnosols,60
HG4 4JH,421290,479847,Cambisols,120
DE23 1LJ,433843,332350,Unsurveyed/Urban,60
NN18 0PE,487240,288064,Unsurveyed/Urban,120
TS28 5JG,439819,537801,Stagnosols,140
HU12 8DT,518879,428001,Unsurveyed/Urban,0
YO11 1QY,504884,488953,Unsurveyed/Urban,30
NE29 7XW,434052,567918,Unsurveyed/Urban,40
LN2 5BB,498088,371357,Unsurveyed/Urban,10
DN3 3DH,462951,404786,Unsurveyed/Urban,10
B34 6DR,413765,288724,Unsurveyed/Urban,100
LS15 7SL,435769,433719,Unsurveyed/Urban,90
NE99 4BZ,424722,563716,Unsurveyed/Urban,30
HD6 3TS,414574,421291,Leptosols,140
HD1 4TR,413049,416212,Unsurveyed/Urban,100
DL11 7NQ,409612,500125,Stagnosols,250
LE4 3AG,458746,309067,Unsurveyed/Urban,70
HG3 1FB,425351,451052,Stagnosols,220
CW10 9LS,373378,368803,Gleysols,50
LN12 2HG,551910,381746,Gleysols,10
NE25 0EP,429922,575241,Stagnosols,40
NG18 3LJ,455946,360416,Unsurveyed/Urban,130
DN4 0BB,456802,402639,Unsurveyed/Urban,20
NN8 1SU,490276,268751,Unsurveyed/Urban,60
B14 7AN,407511,282307,Unsurveyed/Urban,160
IP22 2LY,603543,282962,Luvisols,50
LN10 6SA,520417,363365,Gleysols,10
S30 4SR,434204,396077,Unsurveyed/Urban,120
DN14 0AN,462016,422404,Arenosols,10
HU17 0UX,504448,438610,Stagnosols,10
NR4 6PL,625400,310800,Unsurveyed/Urban,40
DH7 8WZ,429990,544301,Stagnosols,70
WF9 3RG,445038,410494,Unsurveyed/Urban,60
LS25 6BQ,449423,433636,Cambisols,20
SK10 2HG,391591,375465,Unsurveyed/Urban,150
DH1 3XY,427201,541605,Unsurveyed/Urban,60
HX2 6UG,403109,426439,Cambisols,220
TS3 9AQ,452000,519500,Unsurveyed/Urban,10
S6 1QT,432224,391994,Unsurveyed/Urban,90
NE28 6PB,430315,566332,Unsurveyed/Urban,20
DN22 7YT,469034,381990,Unsurveyed/Urban,20
NG14 5FG,464713,344136,Luvisols,40
DE1 9XB,435996,335424,Unsurveyed/Urban,50
NG8 2EJ,451997,339990,Unsurveyed/Urban,60
B76 1BN,413028,295704,Luvisols,120
S11 0FQ,432816,385294,Unsurveyed/Urban,130
NG24 3GL,480667,351871,Unsurveyed/Urban,20
LS8 9EX,431390,434663,Unsurveyed/Urban,50
B8 2RU,411811,289061,Unsurveyed/Urban,90
B74 3BP,408700,299200,Unsurveyed/Urban,150
DE7 7QX,442657,346331,Unsurveyed/Urban,120
S13 9NQ,442173,386363,Planosols,60
S11 8ST,433864,385786,Unsurveyed/Urban,100
YO1 3QL,463227,451417,Unsurveyed/Urban,20
LS11 0TQ,427890,431059,Unsurveyed/Urban,40
NN14 3JS,498767,278972,Cambisols,40
S75 5AY,432264,410661,Unsurveyed/Urban,140
PE38 9SD,560845,302662,Luvisols,20
NG8 3PH,454561,340755,Unsurveyed/Urban,40
NG34 8TT,506738,346931,Cambisols,20
HD1 6SA,415100,416500,Unsurveyed/Urban,60
NE28 9YW,429375,568341,Unsurveyed/Urban,50
TS3 7HS,451765,517889,Unsurveyed/Urban,20
WS3 3XU,399419,303892,Arenosols,150
YO31 7WZ,461396,453976,Unsurveyed/Urban,10
NG1 6JQ,456959,339989,Unsurveyed/Urban,50
NN16 9XW,486107,279322,Arenosols,80
NN8 9LD,490344,267897,Unsurveyed/Urban,50
PE21 7QY,531296,343754,Unsurveyed/Urban,0
WS13 8YD,413408,309713,Arenosols,80
DN31 3TT,527500,411000,Unsurveyed/Urban,10
LN6 9LD,487863,357572,Planosols,20
WS11 3BU,398263,308716,Unsurveyed/Urban,120
DE3 6GW,433509,334108,Unsurveyed/Urban,80
YO5 9BN,439808,467273,Luvisols,20
NG1 4DL,457300,340300,Unsurveyed/Urban,40
DN5 0LJ,457155,409254,Stagnosols,10
NR3 1PT,622861,309216,Histosols,10
S30 3PF,433877,393594,Unsurveyed/Urban,160
HG1 4HL,430645,456746,Unsurveyed/Urban,100
LE9 5US,442609,293735,Luvisols,110
DN20 8BZ,500806,407109,Unsurveyed/Urban,10
B5 5PE,407600,286700,Unsurveyed/Urban,110
BD8 7BE,415597,434812,Unsurveyed/Urban,110
NG2 7UX,456907,335348,Cambisols,40
SK8 6WZ,385616,388498,Unsurveyed/Urban,40
DN3 3DF,462622,404281,Arenosols,10
NG24 2DA,480924,355472,Unsurveyed/Urban,10
NG5 4PY,459584,344496,Unsurveyed/Urban,90
YO1 1HW,460161,451321,Unsurveyed/Urban,10
HD7 4WR,408537,414379,Unsurveyed/Urban,140
PE1 9EA,516109,303124,Stagnosols,10
TS8 9QR,452567,514320,Stagnosols,80
WS5 4AS,401400,296100,Unsurveyed/Urban,120
NR18 8DW,610891,301636,Luvisols,40
PE3 7PA,517567,300882,Unsurveyed/Urban,20
SK3 0US,387943,388917,Unsurveyed/Urban,50
HX7 7AG,399160,428827,Podsols,130
LS18 5QH,424868,438248,Unsurveyed/Urban,90
LS17 6WX,430772,439564,Unsurveyed/Urban,160
ST17 9TZ,391062,321840,Unsurveyed/Urban,100
SK7 6PF,393100,387000,Unsurveyed/Urban,90
DE23 6XL,433416,333775,Unsurveyed/Urban,70
WF1 9FS,433076,420442,Unsurveyed/Urban,30
DL5 4AX,428323,525809,Unsurveyed/Urban,90
DN40 3DN,516000,416300,Stagnosols,10
YO19 6EG,463714,442609,Luvisols,10
S6 5GJ,432333,388562,Unsurveyed/Urban,100
S9 1XH,440962,388930,Unsurveyed/Urban,60
YO10 3DX,461365,451482,Unsurveyed/Urban,10
PE12 6TJ,532841,324336,Gleysols,0
NR31 8EF,652013,304712,Unsurveyed/Urban,10
DE21 7SB,440512,336255,Unsurveyed/Urban,90
NE46 3PE,393600,564100,Unsurveyed/Urban,50
DE14 3XU,425087,324294,Unsurveyed/Urban,50
YO25 3WY,501102,457031,Cambisols,20
DN14 5EA,474700,423600,Cambisols,10
HU12 9JH,522560,427585,Stagnosols,10
PE13 3SN,547508,309877,Unsurveyed/Urban,0
BD22 8DN,403134,437010,Unsurveyed/Urban,210
LE2 6GR,459853,300720,Unsurveyed/Urban,70
PE16 6BX,539867,286462,Unsurveyed/Urban,0
NR31 6DD,652571,302820,Unsurveyed/Urban,10
S11 8PP,433696,385924,Unsurveyed/Urban,90
NG7 2BE,455137,339921,Unsurveyed/Urban,30
TS23 3XF,446191,525579,Unsurveyed/Urban,20
TS29 6NE,437304,533076,Stagnosols,120
WS10 8LA,397444,296795,Unsurveyed/Urban,140
LE6 3UH,442532,318305,Luvisols,90
S26 2DF,446161,385296,Unsurveyed/Urban,90
TS23 4AB,446602,523256,Unsurveyed/Urban,20
SK3 0DJ,388914,389901,Unsurveyed/Urban,50
ST16 2LY,392556,323179,Unsurveyed/Urban,80
DH6 2EP,437290,542043,Stagnosols,140
WF11 8BE,450430,423681,Unsurveyed/Urban,10
SK6 4NH,394602,391319,Unsurveyed/Urban,130
NG11 6YQ,455366,334243,Unsurveyed/Urban,40
BD21 1RH,405171,440485,Unsurveyed/Urban,150
NG9 7JQ,448880,337129,Unsurveyed/Urban,50
OL4 2SD,394509,406111,Unsurveyed/Urban,230
PE37 8BH,575032,307446,Leptosols,20
YO25 8TT,517251,457113,Stagnosols,10
ST13 6QW,399058,357448,Unsurveyed/Urban,200
TS1 1SG,449400,520500,Unsurveyed/Urban,10
LS22 4FA,435804,448276,Cambisols,90
B32 1AB,399254,284858,Unsurveyed/Urban,220
S66 0XR,449376,392303,Cambisols,110
DE7 4NX,445279,340168,Unsurveyed/Urban,80
IP22 4LQ,611491,279981,Cambisols,40
PE15 9GJ,542357,296293,Unsurveyed/Urban,0
SK11 8TY,389612,373737,Unsurveyed/Urban,170
WF10 1FT,442176,426229,Unsurveyed/Urban,10
WF5 8PT,427600,420200,Unsurveyed/Urban,100
NE29 8LS,434224,569968,Unsurveyed/Urban,50
LE1 3HH,459100,305300,Unsurveyed/Urban,50
NE5 2RG,420169,566574,Unsurveyed/Urban,100
HU5 3JL,508289,430130,Unsurveyed/Urban,10
DN33 2PE,527018,405223,Stagnosols,20
S60 4EH,445292,390293,Unsurveyed/Urban,50
B77 3LT,422044,304061,Unsurveyed/Urban,70
PE1 3RE,519195,301174,Unsurveyed/Urban,10
S64 8BA,446044,399198,Unsurveyed/Urban,30
LS19 6WB,420388,440830,Unsurveyed/Urban,150
LE14 3BP,470143,318711,Gleysols,70
NR5 9EZ,617271,309335,Arenosols,20
B21 8JW,403400,290700,Unsurveyed/Urban,150
NG8 3HP,453423,340739,Unsurveyed/Urban,40
B6 6QA,408232,289933,Unsurveyed/Urban,100
BD13 4BG,407239,434080,Cambisols,290
LN4 3QY,512487,359947,Stagnosols,10
DE2 0GJ,438500,333000,Unsurveyed/Urban,40
YO18 8PN,478508,487278,Arenosols,120
LN1 3NT,496801,373607,Unsurveyed/Urban,60
ST19 5TH,395163,316124,Stagnosols,110
ST21 6WQ,391803,322843,Unsurveyed/Urban,80
S73 3DH,439973,403090,Unsurveyed/Urban,50
NG6 8ZQ,455248,348206,Arenosols,60
YO61 3RN,453531,469326,Arenosols,30
B24 0DT,412401,292030,Unsurveyed/Urban,100
S74 0LZ,435961,400463,Unsurveyed/Urban,150
DL5 6WD,427863,524015,Unsurveyed/Urban,90
SR5 3EH,435476,558029,Unsurveyed/Urban,30
ST13 7QT,405350,351024,Stagnosols,270
S60 9AU,442874,392589,Unsurveyed/Urban,50
DL15 9PD,415961,535338,Unsurveyed/Urban,160
DL13 2FH,421100,530100,Unsurveyed/Urban,90
LE65 2RT,434972,317744,Cambisols,150
WV13 2JR,396352,297456,Unsurveyed/Urban,130
B28 8DR,410011,282685,Unsurveyed/Urban,120
NG2 2FD,457431,338256,Unsurveyed/Urban,30
LS25 9AW,450702,432629,Stagnosols,10
DN6 0PF,457071,413356,Gleysols,10
LE12 8LB,455803,316657,Cambisols,40
S6 4YP,432000,389800,Unsurveyed/Urban,120
DE55 4NH,443367,354390,Stagnosols,110
DN22 8QH,468749,382544,Gleysols,10
LE9 1ZT,442609,293735,Luvisols,110
B42 2LR,406464,292554,Unsurveyed/Urban,110
B8 3HQ,410838,287846,Unsurveyed/Urban,100
BD4 9LF,418541,431238,Unsurveyed/Urban,200
S30 1QL,421306,376461,Cambisols,270
HD2 2UN,413910,417937,Unsurveyed/Urban,90
B15 2QS,403886,283729,Unsurveyed/Urban,150
DN15 9AT,490490,421204,Cambisols,20
DN1 3BL,457404,402799,Unsurveyed/Urban,20
B7 4AN,407989,287620,Unsurveyed/Urban,120
S6 1AY,433505,392525,Unsurveyed/Urban,160
S60 9DL,442732,392677,Unsurveyed/Urban,30
WF1 3RU,433418,421994,Unsurveyed/Urban,60
LS21 1PE,426776,444736,Stagnosols,50
S43 3RG,442517,373733,Unsurveyed/Urban,90
LE15 9DA,490565,302509,Cambisols,110
TS25 3BE,449679,529646,Unsurveyed/Urban,20
SR6 9PG,440376,559029,Unsurveyed/Urban,10
WS7 0LR,405585,308402,Unsurveyed/Urban,160
DL12 0XN,386021,530480,Stagnosols,390
HU1 2YJ,510461,428821,Unsurveyed/Urban,10
PE9 3AG,509325,306112,Cambisols,10
M43 6FT,389722,397813,Unsurveyed/Urban,90
NG24 1RE,480492,353472,Unsurveyed/Urban,20
DN9 1EQ,475864,404031,Gleysols,0
YO8 5JB,463287,433847,Unsurveyed/Urban,10
NE21 5HH,418440,562431,Unsurveyed/Urban,90
NR31 9WF,647608,302942,Cambisols,0
HG3 4DS,419645,463015,Cambisols,120
HU5 1AD,509023,430279,Unsurveyed/Urban,10
LS13 4NP,423398,434042,Unsurveyed/Urban,110
ST10 2PL,396692,345506,Planosols,270
IP25 7QY,591711,308229,Luvisols,60
SK6 5NB,397642,388091,Stagnosols,160
SR6 9LH,440107,558977,Unsurveyed/Urban,20
NR14 8LN,623629,300405,Cambisols,10
B7 4DS,408028,288073,Unsurveyed/Urban,110
WF17 5WD,425735,423590,Stagnosols,80
B73 6TS,411619,296818,Unsurveyed/Urban,130
LN6 9FX,492767,365938,Gleysols,10
DL12 8EL,405119,516704,Cambisols,170
S44 9SX,447431,370656,Unsurveyed/Urban,170
YO25 0RA,508875,461626,Luvisols,20
LE17 5HZ,453155,287609,Cambisols,130
LS14 1XA,435500,436800,Unsurveyed/Urban,110
TS5 6PB,449090,518482,Unsurveyed/Urban,10
DL13 3NH,411274,530104,Stagnosols,170
CW1 9JJ,371187,354767,Unsurveyed/Urban,50
HX4 9JN,408035,418795,Cambisols,230
NG11 9LA,454939,334330,Unsurveyed/Urban,50
WF9 2YY,447500,409900,Planosols,20
YO14 0NL,510065,477339,Luvisols,50
NE28 0AG,432137,566848,Unsurveyed/Urban,30
HU1 2DA,509531,428470,Unsurveyed/Urban,0
S2 1EY,438639,385453,Unsurveyed/Urban,160
NG1 5GZ,456693,340173,Unsurveyed/Urban,70
OL8 4DG,391673,403783,Unsurveyed/Urban,180
S1 9DD,435783,387323,Unsurveyed/Urban,60
NE66 4AJ,407004,614536,Cambisols,130
LE8 3RE,458839,295698,Stagnosols,80
WF14 9HS,421585,419992,Unsurveyed/Urban,50
DN39 6UT,511281,414960,Luvisols,30
LS2 7DR,430512,433415,Unsurveyed/Urban,30
NG18 1RJ,453403,361323,Unsurveyed/Urban,110
SK9 3FL,385800,383692,Unsurveyed/Urban,80
DH1 5HA,427140,545548,Unsurveyed/Urban,90
HX7 5AU,400971,425862,Cambisols,100
B6 7HS,408485,290205,Unsurveyed/Urban,90
B8 3QN,410636,288403,Unsurveyed/Urban,100
NG15 7BN,453592,349075,Unsurveyed/Urban,80
PE36 5HA,567470,340910,Luvisols,30
NR3 4RR,623691,309931,Unsurveyed/Urban,30
LS27 8NL,426889,428559,Unsurveyed/Urban,110
LS23 6AX,443535,445128,Unsurveyed/Urban,20
NN14 6EP,481686,281238,Cambisols,120
B23 7EJ,409434,292099,Unsurveyed/Urban,120
WF14 9WQ,424257,421315,Unsurveyed/Urban,40
LS17 6DP,430841,438878,Unsurveyed/Urban,140
NR25 7AR,606176,338849,Gleysols,10
NR1 1XW,624885,310737,Unsurveyed/Urban,40
DL6 1AR,437325,493682,Unsurveyed/Urban,40
PE10 9YN,509784,321037,Gleysols,10
B67 5ES,401800,285600,Unsurveyed/Urban,190
DL6 1DQ,437375,492880,Stagnosols,40
NG1 9SE,457165,340234,Unsurveyed/Urban,50
NG16 5JY,444714,351468,Arenosols,80
B34 7QG,415837,288491,Unsurveyed/Urban,90
LN6 9QG,487762,361166,Gleysols,20
HD3 4FJ,411574,417336,Unsurveyed/Urban,210
ST12 9DX,388452,337951,Stagnosols,110
DL16 6NS,426085,533813,Unsurveyed/Urban,110
WA16 8LX,375800,378100,Unsurveyed/Urban,60
S66 8RR,451940,392698,Cambisols,130
DH2 1HH,425400,553700,Stagnosols,80
YO25 7NE,502785,457832,Unsurveyed/Urban,20
S19 5JW,442035,381652,Unsurveyed/Urban,130
DE5 4AB,439770,350489,Unsurveyed/Urban,150
B77 4WA,421405,303425,Unsurveyed/Urban,70
B31 1DH,401077,281552,Unsurveyed/Urban,170
B3 2QJ,406649,286530,Unsurveyed/Urban,130
HU14 3HQ,497104,426510,Cambisols,20
HU5 1HP,509241,430568,Unsurveyed/Urban,10
DE11 0HW,429417,321149,Cambisols,130
LS26 8JD,436129,428321,Unsurveyed/Urban,30
NE28 8RR,429770,566574,Unsurveyed/Urban,20
DE5 1NA,435554,346774,Cambisols,130
NR29 4TD,645230,317606,Cambisols,10
ST7 3PF,385749,357516,Unsurveyed/Urban,320
NG8 5EH,454022,342291,Unsurveyed/Urban,60
S65 2LB,444883,392132,Unsurveyed/Urban,80
S40 4HJ,437030,372096,Unsurveyed/Urban,110
LE65 2BS,435354,317792,Unsurveyed/Urban,140
LE3 8DN,453965,306066,Unsurveyed/Urban,70
IP12 1LA,626658,250070,Luvisols,40
NE31 2SR,431652,564472,Unsurveyed/Urban,30
LS25 5AJ,448879,431301,Cambisols,20
LE6 0PQ,451067,306186,Stagnosols,110
S40 2NR,437442,370463,Unsurveyed/Urban,110
LE4 6FR,460016,305901,Unsurveyed/Urban,60
YO10 4WB,460879,451414,Unsurveyed/Urban,10
OL14 5HX,393429,424681,Podsols,130
SK2 6BY,391031,388688,Unsurveyed/Urban,90
LE6 0TH,446643,310414,Stagnosols,180
LE67 3AH,443117,314326,Unsurveyed/Urban,160
B79 0HJ,428197,303914,Cambisols,80
NR21 7RA,584200,331300,Luvisols,60
S42 6EQ,439163,366224,Arenosols,110
DN32 9UP,527410,410115,Unsurveyed/Urban,10
WF17 8YY,423055,424846,Unsurveyed/Urban,80
SK8 6EY,386646,386390,Unsurveyed/Urban,60
B6 4JA,407300,288200,Unsurveyed/Urban,110
DE2 9ED,437368,331537,Unsurveyed/Urban,50
PE12 8EE,539205,331332,Gleysols,0
CW11 3DA,374026,361417,Unsurveyed/Urban,60
OL14 5AJ,393718,424179,Cambisols,130
HU11 4PB,519407,434792,Luvisols,20
SR4 6DF,438563,557711,Unsurveyed/Urban,20
BD18 9EY,416176,434018,Unsurveyed/Urban,100
LE1 1NW,459200,304100,Unsurveyed/Urban,70
HD4 7PQ,412968,413617,Unsurveyed/Urban,110
NN17 1DZ,491403,290369,Unsurveyed/Urban,100
YO8 5BB,462988,433100,Unsurveyed/Urban,10
WS12 0RU,401736,311553,Unsurveyed/Urban,180
ST16 2HZ,392228,323073,Unsurveyed/Urban,80
HU12 9RF,524800,425394,Cambisols,10
DE11 9DD,429814,319628,Unsurveyed/Urban,100
BD5 8DR,416105,430833,Unsurveyed/Urban,180
LS22 6GN,439361,448332,Unsurveyed/Urban,40
PE20 2LS,529174,333374,Gleysols,0
WS6 6BE,399109,306463,Unsurveyed/Urban,140
LS29 8DJ,411782,447794,Unsurveyed/Urban,90
HU6 9AX,506272,433710,Unsurveyed/Urban,0
NG34 0TY,506965,333704,Cambisols,40
LE7 4AF,462702,311742,Unsurveyed/Urban,50
PE1 4YA,521646,301044,Gleysols,10
LS29 6FR,417547,443071,Unsurveyed/Urban,150
DE14 3BJ,422819,321319,Unsurveyed/Urban,50
PE32 2BY,583563,315078,Leptosols,50
S12 2HD,438414,383503,Unsurveyed/Urban,180
LS28 6QZ,422647,434269,Unsurveyed/Urban,130
B73 9LU,411619,296818,Unsurveyed/Urban,130
OL2 6AP,392384,406754,Unsurveyed/Urban,190
OL9 0EA,390986,405944,Unsurveyed/Urban,150
S44 6XW,447157,371139,Unsurveyed/Urban,160
LN1 1RR,496868,371420,Unsurveyed/Urban,10
HG1 2NG,428534,455159,Unsurveyed/Urban,120
NE4 8RL,423021,564376,Unsurveyed/Urban,110
B31 1JH,401127,280538,Unsurveyed/Urban,190
LN5 5BS,497221,370656,Unsurveyed/Urban,10
NE6 1DU,427055,564815,Unsurveyed/Urban,50
ST10 1FQ,401035,343278,Stagnosols,170
SK12 3BY,399745,385746,Cambisols,200
NE8 2JL,424800,562700,Unsurveyed/Urban,60
ST10 1UQ,400273,342974,Planosols,180
LE8 2XW,458578,298960,Unsurveyed/Urban,80
LN6 0UL,493189,369324,Gleysols,20
LS15 4NU,440097,437857,Cambisols,70
NE23 7WT,426382,573954,Stagnosols,50
BD1 2QL,416171,433143,Unsurveyed/Urban,110
YO17 0EZ,478866,471796,Leptosols,30
S9 1WX,440895,390479,Unsurveyed/Urban,50
NE49 9AJ,370462,564041,Cambisols,120
NR9 5QP,609412,318136,Luvisols,20
TS7 0PT,452927,515277,Unsurveyed/Urban,70
DE5 3SZ,439770,350489,Unsurveyed/Urban,150
YO25 9QF,505491,452694,Stagnosols,10
S62 7YT,442732,392677,Unsurveyed/Urban,30
PE25 1PB,556291,368948,Gleysols,0
PE13 4LF,538776,308998,Gleysols,0
B74 3XA,411619,296818,Unsurveyed/Urban,130
S66 1AH,447204,391614,Arenosols,130
SK13 6PN,402840,393487,Stagnosols,160
TS19 0TB,442761,520210,Unsurveyed/Urban,20
SK8 5BA,387433,386263,Unsurveyed/Urban,70
DH4 6SX,432116,546894,Stagnosols,90
NG16 1LH,450912,345066,Unsurveyed/Urban,110
LE18 9BN,460512,298869,Unsurveyed/Urban,90
CW2 5LN,372887,352174,Arenosols,60
HX2 8RQ,406270,428507,Unsurveyed/Urban,250
SR4 0BT,436547,556548,Unsurveyed/Urban,80
NE47 9JR,384000,546700,Stagnosols,430
LN4 1GJ,502762,369481,Gleysols,20
PE15 0ET,540691,298068,Gleysols,0
ST12 9DU,388455,337880,Stagnosols,110
B3 1YL,406649,286530,Unsurveyed/Urban,130
LS6 4YN,430200,435200,Unsurveyed/Urban,40
LN11 8FY,535768,384117,Stagnosols,30
NR14 8PE,622988,302395,Gleysols,10
BD3 8WU,416177,434017,Unsurveyed/Urban,100
NR2 4UP,622063,309480,Unsurveyed/Urban,10
B79 0PD,428947,308932,Luvisols,110
WF1 9HU,433076,420442,Unsurveyed/Urban,30
NE29 7DU,433496,568457,Unsurveyed/Urban,50
NR7 0TZ,627549,310320,Cambisols,30
NE23 7TA,428540,574484,Stagnosols,40
SK16 4NQ,393861,398134,Unsurveyed/Urban,110
YO6 6SD,474431,485960,Stagnosols,40
SK6 0BG,393371,391358,Unsurveyed/Urban,110
YO25 7DP,502556,457961,Unsurveyed/Urban,20
BD16 2AY,410297,440643,Unsurveyed/Urban,100
NG8 5DZ,454330,342638,Unsurveyed/Urban,50
PE15 9BW,541932,295721,Cambisols,0
B74 3ZH,411619,296818,Unsurveyed/Urban,130
WF12 7SL,426598,423098,Unsurveyed/Urban,120
YO25 7AQ,502300,457800,Unsurveyed/Urban,20
NE33 9AD,436403,567175,Unsurveyed/Urban,10
YO43 4DG,481939,434941,Gleysols,10
LS22 9FB,440524,448408,Unsurveyed/Urban,30
NE26 1PY,434991,572671,Unsurveyed/Urban,20
LS17 7JD,430439,439858,Unsurveyed/Urban,150
PE21 6DA,533085,343545,Unsurveyed/Urban,0
LS13 2PT,425493,434999,Unsurveyed/Urban,60
DN5 0XS,458074,402160,Unsurveyed/Urban,10
YO6 4NX,465314,472111,Cambisols,100
BD9 4LT,415127,436009,Unsurveyed/Urban,90
NR29 3LY,647479,316055,Cambisols,0
YO17 9EW,479395,470638,Cambisols,20
HX1 9RD,409508,425333,Unsurveyed/Urban,130
NN16 8JP,486700,279000,Unsurveyed/Urban,90
NN18 8FD,488339,287505,Arenosols,120
B10 0DD,409300,285500,Unsurveyed/Urban,120
ST10 4PJ,399554,335458,Luvisols,180
LS11 5SN,429626,430218,Unsurveyed/Urban,50
SK15 3AN,396597,398666,Unsurveyed/Urban,110
DN18 5XJ,502900,422034,Leptosols,10
NR19 1UL,598075,311431,Luvisols,50
CW12 3NA,387776,360360,Podsols,200
NR13 5BU,628178,311205,Cambisols,30
LS8 5QL,431724,435133,Unsurveyed/Urban,50
NE34 9QA,434742,564445,Unsurveyed/Urban,10
NN18 8NT,487373,286475,Arenosols,110
SK7 6DF,392300,385700,Unsurveyed/Urban,90
BD22 7EF,403583,438783,Unsurveyed/Urban,210
TS27 3WZ,448330,535499,Stagnosols,40
LE9 5UR,454967,295236,Stagnosols,80
OL2 5RZ,391349,408853,Unsurveyed/Urban,180
HD1 2LX,414300,416500,Unsurveyed/Urban,100
HU19 2HN,534556,427658,Luvisols,10
NG17 1JJ,447531,357481,Cambisols,170
B8 2QJ,411216,288930,Unsurveyed/Urban,100
SK9 7AP,384800,377500,Arenosols,130
NN10 9DT,495813,267919,Unsurveyed/Urban,70
LE2 9FW,457426,299689,Unsurveyed/Urban,90
NG2 9JD,458183,338985,Unsurveyed/Urban,30
LS14 3JP,436297,441670,Cambisols,100
YO25 5AU,502013,458103,Unsurveyed/Urban,20
NE23 6XA,427315,575793,Unsurveyed/Urban,60
BD6 1NP,415315,430098,Unsurveyed/Urban,240
LE5 4AF,461489,305250,Unsurveyed/Urban,60
OL6 7RR,393800,399000,Unsurveyed/Urban,110
TS12 2XA,465436,518534,Luvisols,120
DN11 0FE,462693,397890,Cambisols,10
NE20 9BJ,417438,572519,Stagnosols,60
DH4 4DN,434188,549852,Unsurveyed/Urban,70
NG20 8ER,452269,367587,Unsurveyed/Urban,100
HU2 8AR,509801,429506,Unsurveyed/Urban,10
NG20 9SA,452870,368281,Unsurveyed/Urban,100
S12 2NS,438045,383595,Unsurveyed/Urban,190
NR3 1XD,625400,310800,Unsurveyed/Urban,40
DH2 3EJ,427190,550784,Unsurveyed/Urban,40
NG24 3DR,480985,351583,Cambisols,20
NG13 8PU,469165,343310,Luvisols,40
WF12 9DS,424435,419927,Unsurveyed/Urban,40
NG11 6EW,457295,333549,Unsurveyed/Urban,30
LN2 2RR,501742,375300,Leptosols,30
SK3 0YZ,389357,390095,Unsurveyed/Urban,60
HD6 3AF,414314,422375,Unsurveyed/Urban,70
DE1 1PZ,434800,335500,Unsurveyed/Urban,60
LN6 9LB,488156,357678,Planosols,10
TS12 3JL,469512,514949,Stagnosols,160
WF9 2PY,447181,411074,Unsurveyed/Urban,30
DE24 9LX,434395,331688,Unsurveyed/Urban,50
S75 6DZ,433440,409747,Unsurveyed/Urban,90
LS17 7XS,429907,440015,Stagnosols,140
WF2 9RS,432500,420500,Unsurveyed/Urban,30
DN4 6JA,461300,402300,Unsurveyed/Urban,10
S65 1LT,444474,393695,Unsurveyed/Urban,40
LS8 1JA,432564,438393,Unsurveyed/Urban,130
ST8 7XE,389136,356782,Stagnosols,210
S60 1QJ,442626,393096,Unsurveyed/Urban,30
NN8 9GZ,490344,267897,Unsurveyed/Urban,50
PE12 6US,533108,324586,Gleysols,0
NG2 1DS,456706,338191,Unsurveyed/Urban,30
S1 1TL,435377,387381,Unsurveyed/Urban,80
WF1 5PA,433948,418970,Unsurveyed/Urban,30
S21 1GQ,445296,380395,Unsurveyed/Urban,70
DE5 9QW,441749,350202,Unsurveyed/Urban,120
YO11 3UD,503127,479463,Arenosols,50
DN22 7WF,469337,382632,Gleysols,10
HD4 5SJ,411911,415657,Unsurveyed/Urban,120
DE3 7AG,431457,333134,Luvisols,70
NG18 3FJ,453957,361021,Unsurveyed/Urban,100
NR33 0PR,654435,292489,Unsurveyed/Urban,10
YO17 9PH,480227,470833,Cambisols,30
TS2 1RD,449630,521137,Unsurveyed/Urban,10
WF2 8JU,431106,419038,Unsurveyed/Urban,40
TS12 2UX,468359,519954,Stagnosols,80
S42 5PD,441401,365288,Unsurveyed/Urban,130
DL10 4WS,416684,501112,Leptosols,150
